interval,transaction_success_rate,total_transactions,timestamp,cpu_usage,memory_usage,response_time,error_rate,transaction_success_rate_lag1,cpu_usage_lag1,memory_usage_lag1,response_time_lag1,error_rate_lag1,transaction_success_rate_rolling_mean,transaction_success_rate_rolling_std,cpu_usage_rolling_mean,cpu_usage_rolling_std,memory_usage_rolling_mean,memory_usage_rolling_std,response_time_rolling_mean,response_time_rolling_std,error_rate_rolling_mean,error_rate_rolling_std,cpu_memory_interaction,hour,day_of_week,is_weekend,payment_status_encoded,high_error_rate_flag,response_time_spike_flag
2025-01-27 15:20:00,60.0,10.0,,,,,,87.5,,,,,86.18767806267806,13.270506810701246,,,,,,,,,,15,0,0,0,0,0
2025-01-27 15:25:00,83.33333333333334,12.0,2025-01-27 15:25:31.972364032,49.40403603577924,554.2660878366569,2.4,0.03,60.0,,,,,86.65064102564104,13.045440533042454,,,,,,,,,27382.98177689258,15,0,0,0,0,0
2025-01-27 15:30:00,80.0,10.0,,,,,,83.33333333333334,49.40403603577924,554.2660878366569,2.4,0.03,86.65064102564104,13.045440533042454,,,,,,,,,,15,0,0,0,0,0
2025-01-27 15:35:00,83.33333333333334,6.0,,,,,,80.0,,,,,85.26175213675215,12.364427358219714,,,,,,,,,,15,0,0,0,0,0
2025-01-27 15:40:00,81.81818181818183,11.0,,,,,,83.33333333333334,,,,,83.74660062160062,11.476314422471221,,,,,,,,,,15,0,0,0,0,0
2025-01-27 15:45:00,100.0,13.0,,,,,,81.81818181818183,,,,,86.24660062160063,11.477122234576818,,,,,,,,,,15,0,0,1,0,0
2025-01-27 15:50:00,76.92307692307693,13.0,,,,,,100.0,,,,,84.96454933954935,11.597159050676648,,,,,,,,,,15,0,0,0,0,0
2025-01-27 15:55:00,87.5,9.0,2025-01-27 15:55:31.972346112,49.40403603577924,554.2693817265858,3.71,0.14,76.92307692307693,,,,,85.77473452473453,11.387142281269268,,,,,,,,,27383.144508349327,15,0,0,0,0,1
2025-01-27 16:00:00,75.0,9.0,,,,,,87.5,49.40403603577924,554.2693817265858,3.71,0.14,84.61732711732712,11.742149975299316,,,,,,,,,,16,0,0,0,0,0
2025-01-27 16:05:00,80.0,10.0,2025-01-27 16:05:31.972340992,49.40403603577924,554.2693817265858,0.87,0.16,75.0,,,,,82.95066045066045,10.73659289882626,,,,,,,,,27383.144508349327,16,0,0,0,1,0
2025-01-27 16:10:00,91.66666666666666,12.0,,,,,,80.0,49.40403603577924,554.2693817265858,0.87,0.16,82.25621600621601,9.758541461798941,,,,,,,,,,16,0,0,1,0,0
2025-01-27 16:15:00,91.66666666666666,12.0,2025-01-27 16:15:31.972336128,49.404369088812,554.2693817265858,0.94,0.14,91.66666666666666,,,,,82.60343822843824,10.03237032572875,,,,,,,,,27383.329109447874,16,0,0,1,0,0
2025-01-27 16:20:00,100.0,7.0,,,,,,91.66666666666666,49.404369088812,554.2693817265858,0.94,0.14,85.93677156177155,8.342250657018592,,,,,,,,,,16,0,0,1,0,0
2025-01-27 16:25:00,100.0,14.0,,,,,,100.0,,,,,87.32566045066045,9.211519278589835,,,,,,,,,,16,0,0,1,0,0
2025-01-27 16:30:00,87.5,8.0,,,,,,100.0,,,,,87.95066045066045,8.919083497852167,,,,,,,,,,16,0,0,0,0,0
2025-01-27 16:35:00,88.88888888888889,9.0,2025-01-27 16:35:31.972325888,49.404369088812,554.2693817265858,4.31,0.18,87.5,,,,,88.4136234136234,8.801028355674426,,,,,,,,,27383.329109447874,16,0,0,0,1,1
2025-01-27 16:40:00,100.0,7.0,,,,,,88.88888888888889,49.404369088812,554.2693817265858,4.31,0.18,89.92877492877493,9.12157863374388,,,,,,,,,,16,0,0,1,0,0
2025-01-27 16:45:00,87.5,8.0,,,,,,100.0,,,,,88.88710826210826,8.56357882054917,,,,,,,,,,16,0,0,0,0,0
2025-01-27 16:50:00,100.0,8.0,,,,,,87.5,,,,,90.81018518518518,8.216741905984987,,,,,,,,,,16,0,0,1,0,0
2025-01-27 16:55:00,83.33333333333334,13.0,,,,,,100.0,,,,,90.46296296296298,8.453953090608664,,,,,,,,,,16,0,0,0,0,0
2025-01-27 17:00:00,100.0,9.0,,,,,,83.33333333333334,,,,,92.5462962962963,7.298387555162431,,,,,,,,,,17,0,0,1,0,0
2025-01-27 17:05:00,100.0,7.0,2025-01-27 17:05:31.972310016,49.404369088812,554.2693817265858,4.21,0.11,100.0,,,,,94.21296296296298,6.4013200682193325,,,,,,,,,27383.329109447874,17,0,0,1,0,1
2025-01-27 17:10:00,100.0,11.0,,,,,,100.0,49.404369088812,554.2693817265858,4.21,0.11,94.9074074074074,6.550260373562762,,,,,,,,,,17,0,0,1,0,0
2025-01-27 17:15:00,100.0,9.0,,,,,,100.0,,,,,95.60185185185185,6.616852329843627,,,,,,,,,,17,0,0,1,0,0
2025-01-27 17:20:00,83.33333333333334,6.0,2025-01-27 17:20:31.972303104,49.404369088812,554.2660878366569,4.11,0.12,100.0,,,,,94.21296296296295,7.321417980285661,,,,,,,,,27383.166376894085,17,0,0,0,0,1
2025-01-27 17:25:00,90.9090909090909,11.0,2025-01-27 17:25:31.972300032,49.404369088812,554.2693817265858,3.06,0.18,83.33333333333334,49.404369088812,554.2660878366569,4.11,0.12,93.45538720538723,7.1361658549396525,,,,,,,,,27383.329109447874,17,0,0,1,1,1
2025-01-27 17:30:00,100.0,13.0,,,,,,90.9090909090909,49.404369088812,554.2693817265858,3.06,0.18,94.49705387205388,7.100051092858792,,,,,,,,,,17,0,0,1,0,0
2025-01-27 17:35:00,90.9090909090909,11.0,2025-01-27 17:35:31.972294912,49.404369088812,554.2693817265858,0.6,0.09,100.0,,,,,94.66540404040404,6.977886129039447,,,,,,,,,27383.329109447874,17,0,0,1,0,0
2025-01-27 17:40:00,100.0,8.0,2025-01-27 17:40:31.972293120,49.404369088812,554.2660878366569,3.32,0.1,90.9090909090909,49.404369088812,554.2693817265858,0.6,0.09,94.66540404040404,6.977886129039447,,,,,,,,,27383.166376894085,17,0,0,1,0,1
2025-01-27 17:45:00,80.0,10.0,,,,,,100.0,49.404369088812,554.2660878366569,3.32,0.1,94.04040404040404,7.946659696972246,,,,,,,,,,17,0,0,0,0,0
2025-01-27 17:50:00,71.42857142857143,7.0,2025-01-27 17:50:31.972286976,49.40403603577924,554.2693817265858,2.38,0.12,80.0,,,,,91.65945165945168,10.010877642544019,,,,,,,,,27383.144508349327,17,0,0,0,0,0
2025-01-27 17:55:00,92.85714285714286,14.0,,,,,,71.42857142857143,49.40403603577924,554.2693817265858,2.38,0.12,92.45310245310246,9.66223210495953,,,,,,,,,,17,0,0,1,0,0
2025-01-27 18:00:00,100.0,11.0,2025-01-27 18:00:31.972275968,49.404369088812,554.2693817265858,3.32,0.1,92.85714285714286,,,,,92.45310245310246,9.66223210495953,,,,,,,,,27383.329109447874,18,0,0,1,0,1
2025-01-27 18:05:00,83.33333333333334,12.0,,,,,,100.0,49.404369088812,554.2693817265858,3.32,0.1,91.06421356421356,9.676646676018958,,,,,,,,,,18,0,0,0,0,0
2025-01-27 18:10:00,91.66666666666666,12.0,,,,,,83.33333333333334,,,,,90.36976911976912,9.267440723969788,,,,,,,,,,18,0,0,1,0,0
2025-01-27 18:15:00,87.5,8.0,,,,,,91.66666666666666,,,,,89.32810245310246,8.77606988016082,,,,,,,,,,18,0,0,0,0,0
2025-01-27 18:20:00,75.0,9.0,2025-01-27 18:20:31.972265984,49.40403603577924,554.2660878366569,2.19,0.13,87.5,,,,,88.63365800865802,9.585897093819895,,,,,,,,,27382.98177689258,18,0,0,0,0,0
2025-01-27 18:25:00,100.0,7.0,,,,,,75.0,49.40403603577924,554.2660878366569,2.19,0.13,89.39123376623377,10.126081253442543,,,,,,,,,,18,0,0,1,0,0
2025-01-27 18:30:00,80.0,5.0,2025-01-27 18:30:31.972261120,49.40403603577924,554.2660878366569,4.9,0.2,100.0,,,,,87.7245670995671,9.863747924876424,,,,,,,,,27382.98177689258,18,0,0,0,1,1
2025-01-27 18:35:00,100.0,9.0,,,,,,80.0,49.40403603577924,554.2660878366569,4.9,0.2,88.48214285714285,10.461560647691286,,,,,,,,,,18,0,0,1,0,0
2025-01-27 18:40:00,91.66666666666666,12.0,,,,,,100.0,,,,,87.78769841269842,9.888376485604766,,,,,,,,,,18,0,0,1,0,0
2025-01-27 18:45:00,76.92307692307693,13.0,,,,,,91.66666666666666,,,,,87.53128815628816,10.145230333162678,,,,,,,,,,18,0,0,0,0,0
2025-01-27 18:50:00,100.0,8.0,,,,,,76.92307692307693,,,,,89.91224053724052,9.343577092830046,,,,,,,,,,18,0,0,1,0,0
2025-01-27 18:55:00,100.0,8.0,2025-01-27 18:55:31.972248064,49.404369088812,554.2660878366569,3.47,0.02,100.0,,,,,90.50747863247864,9.766201003324479,,,,,,,,,27383.166376894085,18,0,0,1,0,1
2025-01-27 19:00:00,88.88888888888889,10.0,,,,,,100.0,49.404369088812,554.2660878366569,3.47,0.02,89.58155270655271,9.299996614917662,,,,,,,,,,19,0,0,0,0,0
2025-01-27 19:05:00,100.0,7.0,2025-01-27 19:05:31.972242944,49.40403603577924,554.2660878366569,3.96,0.09,88.88888888888889,,,,,90.97044159544159,9.523869333677531,,,,,,,,,27382.98177689258,19,0,0,1,0,1
2025-01-27 19:10:00,100.0,10.0,,,,,,100.0,49.40403603577924,554.2660878366569,3.96,0.09,91.66488603988604,9.876538391235739,,,,,,,,,,19,0,0,1,0,0
2025-01-27 19:15:00,91.66666666666666,12.0,2025-01-27 19:15:31.972238080,49.404369088812,554.2660878366569,0.5,0.19,100.0,,,,,92.01210826210826,9.789665630445676,,,,,,,,,27383.166376894085,19,0,0,1,1,0
2025-01-27 19:20:00,100.0,8.0,2025-01-27 19:20:31.972235008,49.404369088812,554.2693817265858,3.0,0.13,91.66666666666666,49.404369088812,554.2660878366569,0.5,0.19,94.09544159544159,8.40197129616007,,,,,,,,,27383.329109447874,19,0,0,1,0,0
2025-01-27 19:25:00,87.5,8.0,,,,,,100.0,49.404369088812,554.2693817265858,3.0,0.13,93.05377492877493,8.378216043727937,,,,,,,,,,19,0,0,0,0,0
2025-01-27 19:30:00,76.92307692307693,13.0,,,,,,87.5,,,,,92.79736467236468,8.847952862637417,,,,,,,,,,19,0,0,0,0,0
2025-01-27 19:35:00,91.66666666666666,12.0,,,,,,76.92307692307693,,,,,92.10292022792022,8.553374951838615,,,,,,,,,,19,0,0,1,0,0
2025-01-27 19:40:00,80.0,11.0,,,,,,91.66666666666666,,,,,91.130698005698,9.242737797935515,,,,,,,,,,19,0,0,0,0,0
2025-01-27 19:45:00,91.66666666666666,12.0,,,,,,80.0,,,,,92.35933048433048,8.090547427162587,,,,,,,,,,19,0,0,1,0,0
2025-01-27 19:50:00,100.0,7.0,2025-01-27 19:50:31.972218880,49.404369088812,554.2693817265858,1.56,0.07,91.66666666666666,,,,,92.35933048433048,8.090547427162587,,,,,,,,,27383.329109447874,19,0,0,1,0,0
2025-01-27 19:55:00,83.33333333333334,13.0,2025-01-27 19:55:31.972217088,49.40403603577924,554.2693817265858,2.34,0.18,100.0,49.404369088812,554.2693817265858,1.56,0.07,90.97044159544159,8.09021395467623,,,,,,,,,27383.144508349327,19,0,0,0,1,0
2025-01-27 20:00:00,90.0,10.0,2025-01-27 20:00:31.972215040,49.404369088812,554.2693817265858,2.64,0.2,83.33333333333334,49.40403603577924,554.2693817265858,2.34,0.18,91.06303418803418,8.07055926145027,,,,,,,,,27383.329109447874,20,0,0,0,1,0
2025-01-27 20:05:00,84.61538461538461,13.0,2025-01-27 20:05:31.972211968,49.404369088812,554.2693817265858,3.96,0.01,90.0,49.404369088812,554.2693817265858,2.64,0.2,89.78098290598291,7.73687836937846,,,,,,,,,27383.329109447874,20,0,0,0,0,1
2025-01-27 20:10:00,90.9090909090909,12.0,2025-01-27 20:10:31.972209920,49.404369088812,554.2693817265858,2.73,0.03,84.61538461538461,49.404369088812,554.2693817265858,3.96,0.01,89.02340714840714,7.060835779047078,,,,,,,,,27383.329109447874,20,0,0,1,0,0
2025-01-27 20:15:00,87.5,8.0,,,,,,90.9090909090909,49.404369088812,554.2693817265858,2.73,0.03,88.67618492618493,7.021373927225061,,,,,,,,,,20,0,0,0,0,0
2025-01-27 20:20:00,87.5,8.0,,,,,,87.5,,,,,87.63451825951826,6.048518976548686,,,,,,,,,,20,0,0,0,0,0
2025-01-27 20:25:00,81.81818181818183,11.0,,,,,,87.5,,,,,87.16103341103342,6.278041237100682,,,,,,,,,,20,0,0,0,0,0
2025-01-27 20:30:00,90.9090909090909,12.0,2025-01-27 20:30:31.972198912,49.404369088812,554.2693817265858,4.65,0.14,81.81818181818183,,,,,88.32653457653458,5.44796280423945,,,,,,,,,27383.329109447874,20,0,0,1,0,1
2025-01-27 20:35:00,100.0,7.0,2025-01-27 20:35:31.972197120,49.40403603577924,554.2660878366569,0.35,0.12,90.9090909090909,49.404369088812,554.2693817265858,4.65,0.14,89.02097902097903,6.366171687174593,,,,,,,,,27382.98177689258,20,0,0,1,0,0
2025-01-27 20:40:00,92.3076923076923,13.0,2025-01-27 20:40:31.972194048,49.404369088812,554.2660878366569,2.0,0.07,100.0,49.40403603577924,554.2660878366569,0.35,0.12,90.04662004662005,5.741481508419826,,,,,,,,,27383.166376894085,20,0,0,1,0,0
2025-01-27 20:45:00,90.0,10.0,,,,,,92.3076923076923,49.404369088812,554.2660878366569,2.0,0.07,89.90773115773116,5.718843254960951,,,,,,,,,,20,0,0,0,0,0
2025-01-27 20:50:00,88.88888888888889,9.0,2025-01-27 20:50:31.972188928,49.404369088812,554.2660878366569,2.51,0.01,90.0,,,,,88.98180523180524,4.754451820647723,,,,,,,,,27383.166376894085,20,0,0,0,0,0
2025-01-27 20:55:00,100.0,8.0,,,,,,88.88888888888889,49.404369088812,554.2660878366569,2.51,0.01,90.37069412069413,5.351296922474733,,,,,,,,,,20,0,0,1,0,0
2025-01-27 21:00:00,83.33333333333334,12.0,2025-01-27 21:00:31.972184064,49.40403603577924,554.2660878366569,1.42,0.13,100.0,,,,,89.81513856513857,5.7262036868324255,,,,,,,,,27382.98177689258,21,0,0,0,0,0
2025-01-27 21:05:00,100.0,14.0,,,,,,83.33333333333334,49.40403603577924,554.2660878366569,1.42,0.13,91.09718984718985,6.16185915514036,,,,,,,,,,21,0,0,1,0,0
2025-01-27 21:10:00,92.85714285714286,14.0,2025-01-27 21:10:31.972178944,49.404369088812,554.2660878366569,1.15,0.17,100.0,,,,,91.25952750952752,6.18208115820545,,,,,,,,,27383.166376894085,21,0,0,1,1,0
2025-01-27 21:15:00,76.92307692307693,13.0,2025-01-27 21:15:31.972176896,49.40403603577924,554.2693817265858,3.33,0.06,92.85714285714286,49.404369088812,554.2660878366569,1.15,0.17,90.37811725311725,7.400715946659924,,,,,,,,,27383.144508349327,21,0,0,0,0,1
2025-01-27 21:20:00,90.9090909090909,11.0,,,,,,76.92307692307693,49.40403603577924,554.2693817265858,3.33,0.06,90.66220816220817,7.3454156644543245,,,,,,,,,,21,0,0,1,0,0
2025-01-27 21:25:00,88.88888888888889,9.0,,,,,,90.9090909090909,,,,,91.25143375143375,6.837517238476089,,,,,,,,,,21,0,0,0,0,0
2025-01-27 21:30:00,88.88888888888889,9.0,2025-01-27 21:30:31.972168960,49.40403603577924,554.2693817265858,3.93,0.12,88.88888888888889,,,,,91.08308358308358,6.871498315549965,,,,,,,,,27383.144508349327,21,0,0,0,0,1
2025-01-27 21:35:00,87.5,8.0,,,,,,88.88888888888889,49.40403603577924,554.2693817265858,3.93,0.12,90.0414169164169,6.322389050397325,,,,,,,,,,21,0,0,0,0,0
2025-01-27 21:40:00,85.71428571428571,7.0,,,,,,87.5,,,,,89.49196636696637,6.393632811180792,,,,,,,,,,21,0,0,0,0,0
2025-01-27 21:45:00,100.0,8.0,,,,,,85.71428571428571,,,,,90.3252997002997,7.080647666149432,,,,,,,,,,21,0,0,1,0,0
2025-01-27 21:50:00,100.0,9.0,2025-01-27 21:50:31.972158976,49.404369088812,554.2660878366569,0.19,0.08,100.0,,,,,91.25122562622563,7.584312572192456,,,,,,,,,27383.166376894085,21,0,0,1,0,0
2025-01-27 21:55:00,92.3076923076923,13.0,,,,,,100.0,49.404369088812,554.2660878366569,0.19,0.08,90.61019998519998,7.086375349001471,,,,,,,,,,21,0,0,1,0,0
2025-01-27 22:00:00,50.0,4.0,,,,,,92.3076923076923,,,,,87.83242220742221,13.671559176335881,,,,,,,,,,22,0,0,0,0,0
2025-01-27 22:05:00,62.5,8.0,2025-01-27 22:05:31.972151040,49.40403603577924,554.2660878366569,1.59,0.16,50.0,,,,,84.70742220742221,14.870718632110135,,,,,,,,,27382.98177689258,22,0,0,0,1,0
2025-01-27 22:10:00,92.3076923076923,13.0,,,,,,62.5,49.40403603577924,554.2660878366569,1.59,0.16,84.66163466163466,14.844166285801082,,,,,,,,,,22,0,0,1,0,0
2025-01-27 22:15:00,90.0,10.0,2025-01-27 22:15:31.972145920,49.40403603577924,554.2660878366569,1.24,0.15,92.3076923076923,,,,,85.75137825137824,14.703754546626607,,,,,,,,,27382.98177689258,22,0,0,0,0,0
2025-01-27 22:20:00,100.0,11.0,2025-01-27 22:20:31.972144128,49.404369088812,554.2693817265858,4.52,0.15,90.0,49.40403603577924,554.2660878366569,1.24,0.15,86.508954008954,15.21882370611545,,,,,,,,,27383.329109447874,22,0,0,1,0,1
2025-01-27 22:25:00,93.33333333333333,15.0,,,,,,100.0,49.404369088812,554.2693817265858,4.52,0.15,86.87932437932437,15.335640359429352,,,,,,,,,,22,0,0,1,0,0
2025-01-27 22:30:00,90.0,10.0,2025-01-27 22:30:31.972139008,49.404369088812,554.2693817265858,4.99,0.06,93.33333333333333,,,,,86.97191697191697,15.352221940826334,,,,,,,,,27383.329109447874,22,0,0,0,0,1
2025-01-27 22:35:00,91.66666666666666,12.0,2025-01-27 22:35:31.972130048,49.40403603577924,554.2660878366569,1.11,0.17,90.0,49.404369088812,554.2693817265858,4.99,0.06,87.3191391941392,15.412252939778519,,,,,,,,,27382.98177689258,22,0,0,1,1,0
2025-01-27 22:40:00,90.9090909090909,12.0,,,,,,91.66666666666666,49.40403603577924,554.2660878366569,1.11,0.17,87.75203962703962,15.436015479400025,,,,,,,,,,22,0,0,1,0,0
2025-01-27 22:45:00,88.88888888888889,9.0,,,,,,90.9090909090909,,,,,86.8261137011137,14.960457393913124,,,,,,,,,,22,0,0,0,0,0
2025-01-27 22:50:00,88.88888888888889,9.0,,,,,,88.88888888888889,,,,,85.90018777518777,14.404493728131843,,,,,,,,,,22,0,0,0,0,0
2025-01-27 22:55:00,100.0,5.0,,,,,,88.88888888888889,,,,,86.54121341621341,14.878909598284519,,,,,,,,,,22,0,0,1,0,0
2025-01-27 23:00:00,90.9090909090909,11.0,2025-01-27 23:00:31.972118016,49.404369088812,554.2660878366569,2.04,0.16,100.0,,,,,89.95030432530432,9.436663148300044,,,,,,,,,27383.166376894085,23,0,0,1,1,0
2025-01-27 23:05:00,100.0,11.0,2025-01-27 23:05:31.972114944,49.40403603577924,554.2660878366569,2.04,0.17,90.9090909090909,49.404369088812,554.2660878366569,2.04,0.16,93.07530432530432,4.367716282010085,,,,,,,,,27382.98177689258,23,0,0,1,1,0
2025-01-27 23:10:00,100.0,6.0,,,,,,100.0,49.40403603577924,554.2660878366569,2.04,0.17,93.71632996632995,4.788979927724536,,,,,,,,,,23,0,0,1,0,0
2025-01-27 23:15:00,71.42857142857143,7.0,2025-01-27 23:15:31.972110080,49.404369088812,554.2693817265858,3.43,0.04,100.0,,,,,92.16871091871091,8.014017218994722,,,,,,,,,27383.329109447874,23,0,0,0,0,1
2025-01-27 23:20:00,92.3076923076923,13.0,,,,,,71.42857142857143,49.404369088812,554.2693817265858,3.43,0.04,91.52768527768528,7.6290619733902565,,,,,,,,,,23,0,0,1,0,0
2025-01-27 23:25:00,100.0,12.0,2025-01-27 23:25:31.972104960,49.40403603577924,554.2660878366569,0.57,0.04,92.3076923076923,,,,,92.08324083324084,8.005932463330506,,,,,,,,,27382.98177689258,23,0,0,1,0,0
2025-01-27 23:30:00,80.0,6.0,,,,,,100.0,49.40403603577924,554.2660878366569,0.57,0.04,91.24990749990751,8.730177463639281,,,,,,,,,,23,0,0,0,0,0
2025-01-27 23:35:00,100.0,10.0,2025-01-27 23:35:31.972100096,49.404369088812,554.2660878366569,4.18,0.05,80.0,,,,,91.94435194435194,9.090351416014704,,,,,,,,,27383.166376894085,23,0,0,1,0,1
2025-01-27 23:40:00,100.0,4.0,,,,,,100.0,49.404369088812,554.2660878366569,4.18,0.05,92.70192770192772,9.370718539330051,,,,,,,,,,23,0,0,1,0,0
2025-01-27 23:45:00,83.33333333333334,12.0,,,,,,100.0,,,,,92.23896473896474,9.707416585315281,,,,,,,,,,23,0,0,0,0,0
2025-01-27 23:50:00,100.0,11.0,,,,,,83.33333333333334,,,,,93.16489066489066,9.887070982061482,,,,,,,,,,23,0,0,1,0,0
2025-01-27 23:55:00,71.42857142857143,7.0,,,,,,100.0,,,,,90.78393828393827,11.413777727272812,,,,,,,,,,23,0,0,0,0,0
2025-01-28 00:00:00,81.81818181818183,11.0,2025-01-28 00:00:31.972087040,49.404369088812,554.2693817265858,3.07,0.15,71.42857142857143,,,,,90.02636252636252,11.702756534507559,,,,,,,,,27383.329109447874,0,1,0,0,0,1
2025-01-28 00:05:00,87.5,8.0,2025-01-28 00:05:31.972083968,49.404369088812,554.2660878366569,0.85,0.14,81.81818181818183,49.404369088812,554.2693817265858,3.07,0.15,88.98469585969586,11.283084061756444,,,,,,,,,27383.166376894085,0,1,0,0,0,0
2025-01-28 00:10:00,100.0,11.0,2025-01-28 00:10:31.972081920,49.404369088812,554.2660878366569,4.27,0.2,87.5,49.404369088812,554.2660878366569,0.85,0.14,88.98469585969586,11.283084061756444,,,,,,,,,27383.166376894085,0,1,0,1,1,1
2025-01-28 00:15:00,80.0,10.0,2025-01-28 00:15:31.972076032,49.404369088812,554.2693817265858,1.41,0.01,100.0,49.404369088812,554.2660878366569,4.27,0.2,89.69898157398158,10.299040780850348,,,,,,,,,27383.329109447874,0,1,0,0,0,0
2025-01-28 00:20:00,88.88888888888889,9.0,,,,,,80.0,49.404369088812,554.2693817265858,1.41,0.01,89.4140812890813,10.267554862770538,,,,,,,,,,0,1,0,0,0,0
2025-01-28 00:25:00,76.92307692307693,13.0,,,,,,88.88888888888889,,,,,87.49100436600436,10.265716679372193,,,,,,,,,,0,1,0,0,0,0
2025-01-28 00:30:00,100.0,14.0,2025-01-28 00:30:31.971469056,49.404369088812,554.2693817265858,4.38,0.2,76.92307692307693,,,,,89.15767103267103,10.558326401380759,,,,,,,,,27383.329109447874,0,1,0,1,1,1
2025-01-28 00:35:00,90.9090909090909,11.0,2025-01-28 00:35:31.971467008,49.404369088812,554.2660878366569,3.69,0.1,100.0,49.404369088812,554.2693817265858,4.38,0.2,88.40009527509528,10.022180592815914,,,,,,,,,27383.166376894085,0,1,0,1,0,1
2025-01-28 00:40:00,100.0,7.0,2025-01-28 00:40:31.971464960,49.40403603577924,554.2660878366569,3.42,0.08,90.9090909090909,49.404369088812,554.2660878366569,3.69,0.1,88.40009527509528,10.022180592815914,,,,,,,,,27382.98177689258,0,1,0,1,0,1
2025-01-28 00:45:00,100.0,6.0,,,,,,100.0,49.40403603577924,554.2660878366569,3.42,0.08,89.78898416398415,10.403769889670695,,,,,,,,,,0,1,0,1,0,0
2025-01-28 00:50:00,80.0,10.0,2025-01-28 00:50:31.971461120,49.40403603577924,554.2693817265858,4.9,0.16,100.0,,,,,88.1223174973175,10.219627907812054,,,,,,,,,27383.144508349327,0,1,0,0,1,1
2025-01-28 00:55:00,77.77777777777779,9.0,,,,,,80.0,49.40403603577924,554.2693817265858,4.9,0.16,88.65141802641803,9.40897886488349,,,,,,,,,,0,1,0,0,0,0
2025-01-28 01:00:00,90.9090909090909,12.0,,,,,,77.77777777777779,,,,,89.40899378399378,9.171768112995014,,,,,,,,,,1,1,0,1,0,0
